,date,cny,eur,gbp,jpy,snp_index,snp_daily_return,vix,vxo
310,20110325,0.0123259,1.60855,1.4144,0.152495,1313.8,0.003161,17.91,17.66
311,20110328,0.0122369,1.60115,1.4106,0.152335,1310.19,-0.002748,19.44,18
312,20110329,0.0121426,1.59735,1.40685,0.152416,1319.44,0.00706,18.16,17.25
313,20110330,0.0120409,1.60615,1.4095,0.152534,1328.26,0.006685,17.71,16.41
314,20110331,0.0120656,1.60295,1.4191,0.152707,1325.83,-0.001829,17.74,16.45
315,20110401,0.0118561,1.6031,1.4146,0.152721,1332.41,0.004963,17.4,15.95
316,20110404,0.011919,1.61415,1.42345,0.152721,1332.87,0.000345,17.5,15.87
317,20110405,0.0118294,1.6276,1.4206,0.152721,1332.63,-0.00018,17.25,15.17
318,20110406,0.0117055,1.63175,1.4347,0.152812,1335.54,0.002184,16.9,15.19
319,20110407,0.0117378,1.63115,1.42905,0.152858,1333.51,-0.00152,17.11,15.56
320,20110408,0.0117606,1.6384,1.4435,0.153013,1328.17,-0.004004,17.87,16.53
321,20110411,0.0118099,1.64145,1.44525,0.152945,1324.46,-0.002793,16.59,16.22
322,20110412,0.0119646,1.62635,1.4495,0.152898,1314.16,-0.007777,17.09,16.84
323,20110413,0.011919,1.62885,1.4503,0.153046,1314.41,0.00019,16.92,16.5
324,20110414,0.0120265,1.63605,1.44595,0.153104,1314.52,8.40E-05,16.27,16.06
325,20110415,0.0120185,1.63045,1.4418,0.153081,1319.68,0.003925,15.32,15.3
326,20110418,0.012164,1.6199,1.4205,0.15317,1305.14,-0.011018,16.96,16.18
327,20110419,0.0121256,1.63155,1.43135,0.153128,1312.62,0.005731,15.83,14.75
328,20110420,0.0121278,1.6407,1.45105,0.153245,1330.36,0.013515,15.07,14.27
329,20110421,0.0122339,1.657,1.45705,0.153362,1337.38,0.005277,14.69,13.45
330,20110425,0.0122048,1.64705,1.456,0.153193,1335.25,-0.001593,15.77,14.3
331,20110426,0.0122392,1.645,1.4626,0.15317,1347.24,0.00898,15.62,14.17
332,20110427,0.0120904,1.65205,1.4642,0.153582,1355.66,0.00625,15.35,14.25
333,20110428,0.012276,1.6647,1.4823,0.153811,1360.48,0.003555,14.62,13.54
334,20110429,0.0123244,1.66795,1.4836,0.154059,1363.61,0.002301,14.75,14.06
335,20110502,0.012335,1.6704,1.48915,0.154059,1361.22,-0.001753,15.99,14.8
336,20110503,0.0123701,1.6489,1.4841,0.153922,1356.62,-0.003379,16.7,15.15
337,20110504,0.0123985,1.65425,1.48825,0.154005,1347.32,-0.006855,17.08,15.79
338,20110505,0.0125031,1.64155,1.46125,0.153995,1335.1,-0.00907,18.2,17.97
339,20110506,0.0124046,1.6423,1.45065,0.153993,1340.2,0.00382,18.4,17.76
340,20110509,0.0123885,1.63005,1.4266,0.153991,1346.29,0.004544,17.16,15.98
341,20110510,0.0123985,1.6347,1.4356,0.154038,1357.16,0.008074,15.91,14.97
342,20110511,0.0123297,1.6458,1.4296,0.154012,1342.08,-0.011111,16.95,16.64
343,20110512,0.0123862,1.62675,1.41955,0.153846,1348.65,0.004895,16.03,15.79
344,20110513,0.0123824,1.6208,1.4205,0.153901,1337.77,-0.008067,17.07,17.02
345,20110516,0.0123663,1.62335,1.4236,0.153671,1329.47,-0.006204,18.24,17.82
346,20110517,0.0122812,1.6212,1.41675,0.153704,1328.98,-0.000369,17.55,17.26
347,20110518,0.0122911,1.6146,1.42505,0.153735,1340.68,0.008804,16.23,15.76
348,20110519,0.012219,1.61655,1.42515,0.153754,1343.6,0.002178,15.52,15.29
349,20110520,0.0122481,1.6195,1.41525,0.154022,1333.27,-0.007688,17.43,16.41
350,20110523,0.0122257,1.612,1.4022,0.153728,1317.37,-0.011926,18.27,17.69
351,20110524,0.0121699,1.61805,1.41035,0.153905,1316.28,-0.000827,17.82,17.14
352,20110525,0.0121974,1.6269,1.407,0.154003,1320.47,0.003183,17.07,16.64
353,20110526,0.0122948,1.63475,1.40995,0.154048,1325.69,0.003953,16.09,15.99
354,20110527,0.0123503,1.6464,1.426,0.154043,1331.1,0.004081,15.98,15.76
355,20110531,0.0123092,1.64595,1.4376,0.154342,1345.2,0.010593,15.45,14.54
356,20110601,0.0123686,1.6402,1.44255,0.154369,1314.55,-0.022785,18.3,18.07
357,20110602,0.0123617,1.6334,1.444,0.154254,1312.94,-0.001225,18.09,18.2
358,20110603,0.0124177,1.6363,1.45665,0.154331,1300.16,-0.009734,17.95,18.06
359,20110606,0.0124735,1.63485,1.4603,0.154331,1286.17,-0.01076,18.49,18.51
360,20110607,0.0124611,1.64515,1.46825,0.154297,1284.94,-0.000956,18.07,18.35
361,20110608,0.0125172,1.63725,1.4607,0.154423,1279.56,-0.004187,18.79,18.79
362,20110609,0.0124828,1.6369,1.4507,0.154419,1289,0.007378,17.77,17.98
363,20110610,0.0124704,1.62275,1.4359,0.154316,1270.98,-0.01398,18.86,19.3
364,20110613,0.0124727,1.6307,1.4376,0.15425,1271.83,0.000669,19.61,19.04
365,20110614,0.0124254,1.63885,1.4478,0.154314,1287.87,0.012612,18.26,17.64
366,20110615,0.0124023,1.6255,1.4291,0.154269,1265.42,-0.017432,21.32,20.51
367,20110616,0.0123931,1.61225,1.4142,0.154454,1267.64,0.001754,22.73,21.97
368,20110617,0.0124875,1.6165,1.43075,0.154454,1271.5,0.003045,21.85,21.44
369,20110620,0.0124634,1.62125,1.4312,0.154366,1278.36,0.005395,19.99,19.75
370,20110621,0.0124743,1.62155,1.4373,0.154667,1295.52,0.013423,18.86,18.82
371,20110622,0.0124883,1.61355,1.4434,0.154729,1287.14,-0.006468,18.52,18.57
372,20110623,0.0124146,1.59795,1.41485,0.154617,1283.5,-0.002828,19.29,19.4
373,20110624,0.0124332,1.59675,1.4165,0.154488,1268.45,-0.011726,21.1,21.59
374,20110627,0.0123625,1.6003,1.42815,0.154388,1280.1,0.009184,20.56,20.05
375,20110628,0.0123785,1.6003,1.4363,0.15455,1296.67,0.012944,19.17,18.8
376,20110629,0.012364,1.60245,1.4396,0.154715,1307.41,0.008283,17.27,16.09
377,20110630,0.0123824,1.60545,1.44985,0.154703,1320.64,0.010119,16.52,15.28
378,20110701,0.0123625,1.6046,1.44825,0.154681,1339.67,0.01441,15.87,15.22
379,20110705,0.0123381,1.60995,1.4464,0.154617,1337.88,-0.001336,16.06,15.3
380,20110706,0.0123609,1.59765,1.4306,0.154631,1339.22,0.001002,16.34,15.67
381,20110707,0.0123077,1.5981,1.43665,0.15466,1353.22,0.010454,15.95,15.49
382,20110708,0.012397,1.6051,1.42585,0.154679,1343.8,-0.006961,15.95,15.65
383,20110711,0.0124409,1.5888,1.399,0.154629,1319.49,-0.01809,18.39,18.18
384,20110712,0.0125794,1.5909,1.39855,0.154507,1313.64,-0.004434,19.87,19.48
385,20110713,0.0126534,1.60835,1.41615,0.154617,1317.72,0.003106,19.91,19.44
386,20110714,0.0126255,1.612,1.41555,0.154856,1308.87,-0.006716,20.8,20.35
387,20110715,0.0126486,1.61185,1.41235,0.154727,1316.14,0.005554,19.53,18.89
388,20110718,0.0126398,1.6018,1.40255,0.154591,1305.44,-0.00813,20.95,19.78
389,20110719,0.0126678,1.61645,1.41905,0.154717,1326.73,0.016309,19.21,18.16
390,20110720,0.0126799,1.61385,1.41965,0.154811,1325.84,-0.000671,19.09,18.25
391,20110721,0.0127364,1.63005,1.43795,0.155,1343.8,0.013546,17.56,17.36
392,20110722,0.0127624,1.63115,1.43655,0.155147,1345.02,0.000908,17.52,17.25
393,20110725,0.0127608,1.6283,1.43365,0.155159,1337.43,-0.005643,19.35,18.61
394,20110726,0.012809,1.63885,1.44855,0.155246,1331.94,-0.004105,20.23,19.5
395,20110727,0.0128263,1.63395,1.43835,0.1552,1304.89,-0.020309,22.98,22.82
396,20110728,0.0128535,1.63315,1.43,0.155212,1300.67,-0.003234,23.74,23.47
397,20110729,0.012955,1.6415,1.437,0.155362,1292.28,-0.006451,25.25,25.94
398,20110801,0.0130523,1.6259,1.4201,0.155424,1286.94,-0.004132,23.66,23.57
399,20110802,0.0129626,1.62965,1.4218,0.155323,1254.05,-0.025557,24.79,25.61
400,20110803,0.0130056,1.64105,1.4292,0.155422,1260.34,0.005016,23.38,23.47
401,20110804,0.012655,1.6323,1.41565,0.155304,1200.07,-0.04782,31.66,34.21
402,20110805,0.0127405,1.63845,1.4193,0.15527,1199.38,-0.000575,32,32.85
403,20110808,0.012875,1.6312,1.41885,0.155376,1119.46,-0.066634,48,50.13
404,20110809,0.0129383,1.6218,1.4221,0.155506,1172.53,0.047407,35.06,34.24
405,20110810,0.0130719,1.61425,1.41825,0.155809,1120.76,-0.044152,42.99,46.6
406,20110811,0.0130242,1.62205,1.4269,0.156384,1172.64,0.04629,39,40.22
407,20110812,0.0130259,1.6275,1.42155,0.156507,1178.81,0.005262,36.36,37.37
408,20110815,0.0130387,1.64035,1.44455,0.156485,1204.49,0.021785,31.87,30.86
409,20110816,0.0130344,1.6422,1.43985,0.156671,1192.76,-0.009739,32.85,32.42
410,20110817,0.0130608,1.6565,1.44535,0.156566,1193.89,0.000947,31.58,29.96
411,20110818,0.0130599,1.6464,1.43165,0.156551,1140.65,-0.044594,42.67,40.93
412,20110819,0.0131156,1.65715,1.44185,0.156421,1123.53,-0.015009,43.05,42.4
413,20110822,0.0130259,1.6441,1.43815,0.156218,1123.82,0.000258,42.44,41.59
414,20110823,0.0130702,1.6494,1.4391,0.156323,1162.35,0.034285,36.27,34.91
415,20110824,0.0130336,1.64,1.4409,0.156531,1177.6,0.01312,35.9,34.62
416,20110825,0.0129116,1.62665,1.4352,0.156495,1159.27,-0.015566,39.76,39.74
417,20110826,0.0130115,1.6226,1.43595,0.156573,1176.8,0.015122,35.59,35.87
418,20110829,0.0129895,1.64035,1.4535,0.156715,1210.08,0.02828,32.28,31.11
419,20110830,0.0130319,1.6276,1.44335,0.156728,1212.92,0.002347,32.89,32.48
420,20110831,0.013077,1.62825,1.4398,0.156784,1218.89,0.004922,31.62,31.42
421,20110901,0.0129904,1.61595,1.42505,0.156708,1204.42,-0.011871,31.82,31.72
422,20110902,0.0130259,1.6205,1.42085,0.156676,1173.97,-0.025282,33.92,33.72
423,20110906,0.0129676,1.60025,1.4034,0.156475,1165.24,-0.007436,37,35.82
424,20110907,0.0129324,1.5945,1.4036,0.156397,1198.62,0.028646,33.38,32.27
425,20110908,0.0129257,1.607,1.4004,0.156642,1185.9,-0.010612,34.32,33.62
426,20110909,0.0128617,1.5895,1.37125,0.156539,1154.23,-0.026705,38.52,40.63
427,20110912,0.012987,1.5802,1.36095,0.156539,1162.27,0.006966,38.59,38.9
428,20110913,0.0130073,1.579,1.3678,0.156272,1172.87,0.00912,36.91,37.34
429,20110914,0.0130344,1.57375,1.36715,0.156338,1188.68,0.01348,34.6,35.8
430,20110915,0.0130404,1.5806,1.38495,0.156446,1209.11,0.017187,31.97,32.51
431,20110916,0.0130081,1.57945,1.37845,0.156656,1216.01,0.005707,30.98,31.28
432,20110919,0.0130881,1.5642,1.3613,0.156573,1204.09,-0.009803,32.73,32.22
433,20110920,0.0130804,1.5725,1.3711,0.156634,1202.09,-0.001661,32.86,32.88
434,20110921,0.0130856,1.56075,1.3691,0.156683,1166.76,-0.02939,37.32,36.09
435,20110922,0.0131044,1.5341,1.3465,0.156551,1129.56,-0.031883,41.35,42.16
436,20110923,0.013113,1.5438,1.35185,0.156521,1136.43,0.006082,41.25,41.63
437,20110926,0.0130924,1.5547,1.34715,0.156235,1162.95,0.023336,39.02,38.88
438,20110927,0.0130455,1.56995,1.3635,0.15627,1175.38,0.010688,37.71,37.18
439,20110928,0.0130847,1.56535,1.3601,0.156402,1151.06,-0.020691,41.08,41.96
440,20110929,0.0130141,1.5679,1.36485,0.156292,1160.4,0.008114,38.84,38.8
441,20110930,0.0129735,1.5578,1.3417,0.156595,1131.42,-0.024974,42.96,44.11
442,20111003,0.0130463,1.5477,1.3274,0.156595,1099.23,-0.028451,45.45,45.57
443,20111004,0.0130361,1.5407,1.3278,0.156595,1123.95,0.022488,40.82,41.6
444,20111005,0.0129955,1.5425,1.33095,0.156595,1144.03,0.017866,37.81,38.58
445,20111006,0.0130378,1.5382,1.34035,0.156595,1164.97,0.018304,36.27,37.17
446,20111007,0.0130276,1.5617,1.3492,0.156595,1155.46,-0.008163,36.2,36.88
447,20111010,0.0130327,1.5671,1.3655,0.157515,1194.89,0.034125,33.02,32.32
448,20111011,0.0130378,1.5619,1.3637,0.156863,1195.54,0.000544,32.86,31.05
449,20111012,0.0129299,1.5774,1.3796,0.15727,1207.25,0.009795,31.26,29.73
450,20111013,0.0130166,1.57285,1.37055,0.156691,1203.66,-0.002974,30.7,29.16
451,20111014,0.0129257,1.5799,1.3865,0.156777,1224.58,0.01738,28.24,27.15
452,20111017,0.0130344,1.57775,1.3764,0.156971,1200.86,-0.01937,33.39,31.4
453,20111018,0.0130285,1.564,1.3684,0.156708,1225.38,0.020419,31.56,29.94
454,20111019,0.0130242,1.58315,1.3802,0.156801,1209.88,-0.012649,34.44,33.21
455,20111020,0.013009,1.5685,1.3698,0.156605,1215.39,0.004554,34.78,33.56
456,20111021,0.0131354,1.59485,1.38975,0.156642,1238.25,0.018809,31.32,30.14
457,20111024,0.0131389,1.59555,1.3884,0.156853,1254.19,0.012873,29.26,27.69
458,20111025,0.0131978,1.5971,1.3905,0.157223,1229.05,-0.020045,32.22,30.85
459,20111026,0.0131596,1.59125,1.382,0.157399,1242,0.010537,29.86,29.01
460,20111027,0.0131857,1.6059,1.41425,0.157245,1284.59,0.034291,25.46,24.65
461,20111028,0.0131996,1.6144,1.4176,0.157267,1285.09,0.000389,24.53,24.21
462,20111031,0.0128246,1.6141,1.3948,0.157359,1253.3,-0.024738,29.96,28.31
463,20111101,0.0127747,1.59445,1.3676,0.157374,1218.28,-0.027942,34.77,34.47
464,20111102,0.0128131,1.5972,1.3801,0.157299,1237.9,0.016105,32.74,31.55
465,20111103,0.0128238,1.59575,1.3743,0.157446,1261.15,0.018782,30.5,29.43
466,20111104,0.012791,1.60255,1.3759,0.157749,1253.23,-0.00628,30.16,29.25
467,20111107,0.0128156,1.60315,1.3751,0.157456,1261.12,0.006296,29.85,27.97
468,20111108,0.012865,1.60875,1.3807,0.157575,1275.92,0.011736,27.48,25.25
469,20111109,0.0128642,1.595,1.35855,0.157724,1229.1,-0.036695,36.16,34.96
470,20111110,0.0128999,1.58815,1.3587,0.157582,1239.69,0.008616,32.81,31.39
471,20111111,0.0129752,1.6079,1.3735,0.157669,1263.85,0.019489,30.04,28.72
472,20111114,0.0129955,1.5901,1.3633,0.157386,1251.78,-0.00955,31.13,30.14
473,20111115,0.0129955,1.58185,1.3523,0.157567,1257.81,0.004817,31.22,30.38
474,20111116,0.0129955,1.57895,1.353,0.15759,1236.91,-0.016616,33.51,32.46
475,20111117,0.0129895,1.57915,1.3514,0.15746,1216.13,-0.0168,34.51,34.46
476,20111118,0.0130039,1.57895,1.3523,0.157347,1215.65,-0.000395,32,32.2
477,20111121,0.0129904,1.56255,1.34675,0.157233,1192.98,-0.018648,32.91,33.42
478,20111122,0.0129769,1.5647,1.3495,0.157213,1188.04,-0.004141,31.97,32.31
479,20111123,0.0129074,1.55155,1.33515,0.157257,1161.79,-0.022095,33.98,35
480,20111125,0.0128733,1.5484,1.3269,0.156863,1158.67,-0.002686,34.47,36.09
481,20111128,0.0128008,1.55455,1.33515,0.156639,1192.55,0.02924,32.13,31.84
482,20111129,0.0128526,1.5612,1.3335,0.156794,1195.19,0.002214,30.64,31.13
483,20111130,0.0128816,1.5728,1.34615,0.156767,1246.96,0.043315,27.8,27.24
484,20111201,0.0128684,1.56825,1.347,0.157146,1244.58,-0.001909,27.41,27.68
485,20111202,0.0128287,1.56265,1.34305,0.15724,1244.28,-0.000241,27.52,27.93
486,20111205,0.0128502,1.5708,1.3468,0.157131,1257.08,0.010287,27.84,27.21
487,20111206,0.0128601,1.56005,1.33825,0.157129,1258.47,0.001106,28.13,27.65
488,20111207,0.012865,1.56745,1.33905,0.157126,1261.01,0.002018,28.67,29.72
489,20111208,0.0129016,1.5631,1.3312,0.157186,1234.35,-0.021142,30.59,30.99
490,20111209,0.0128833,1.5621,1.3365,0.157117,1255.19,0.016883,26.38,26.11
491,20111212,0.0128518,1.562,1.3216,0.157218,1236.47,-0.014914,25.67,26.35
492,20111213,0.012846,1.5538,1.3087,0.157104,1225.73,-0.008686,25.41,25.57
493,20111214,0.0128025,1.54125,1.2951,0.156971,1211.82,-0.011348,26.04,26.44
494,20111215,0.0128263,1.5477,1.29975,0.1569,1215.75,0.003243,25.11,25.45
495,20111216,0.0128684,1.5527,1.3047,0.15752,1219.66,0.003216,24.29,25.02
496,20111219,0.0128304,1.5531,1.3018,0.157783,1205.35,-0.011733,24.92,24.92
497,20111220,0.0128634,1.5693,1.311,0.15755,1241.3,0.029825,23.22,22.74
498,20111221,0.0128246,1.5664,1.30475,0.157761,1243.72,0.00195,21.43,21.43
499,20111222,0.0128057,1.5685,1.3065,0.157754,1254,0.008266,21.16,21.31
500,20111223,0.0128041,1.56405,1.3039,0.157818,1265.33,0.009035,20.73,20.53
501,20111227,0.0128469,1.56685,1.3066,0.158163,1265.43,7.90E-05,21.91,20.89
502,20111228,0.0128304,1.5469,1.29465,0.158198,1249.64,-0.012478,23.52,22.96
503,20111229,0.0128659,1.5391,1.29145,0.158248,1263.02,0.010707,22.65,21.95
504,20111230,0.0129971,1.5541,1.29815,0.158881,1257.6,-0.004291,23.4,22.98
505,20120103,0.0130293,1.5635,1.3053,0.158881,1277.06,0.015474,22.97,21.57
506,20120104,0.013031,1.56095,1.2909,0.158866,1277.3,0.000188,22.22,20.54
507,20120105,0.0129685,1.54795,1.2793,0.158687,1281.06,0.002944,21.48,20.14
508,20120106,0.0129676,1.54075,1.2714,0.158491,1277.81,-0.002537,20.63,19.77
509,20120109,0.0130124,1.54455,1.27375,0.158363,1280.7,0.002262,21.07,19.28
510,20120110,0.0130217,1.54865,1.2778,0.158353,1292.08,0.008886,20.69,19.17
511,20120111,0.0130005,1.5355,1.26865,0.158341,1292.48,0.00031,21.05,19.62
512,20120112,0.0130285,1.5319,1.2797,0.158283,1295.5,0.002337,20.47,19.18
513,20120113,0.0129904,1.5285,1.26665,0.158564,1289.09,-0.004948,20.91,20.13
514,20120117,0.0130191,1.53545,1.2737,0.158353,1293.67,0.003553,22.2,21.01
515,20120118,0.0130208,1.54075,1.28165,0.158428,1308.04,0.011108,20.89,19.41
516,20120119,0.0129752,1.54715,1.28925,0.158311,1314.5,0.004939,19.87,18.86
517,20120120,0.0129668,1.5527,1.29195,0.157754,1315.38,0.000669,18.28,16.99
518,20120123,0.0129853,1.5595,1.3047,0.157754,1316,0.000471,18.67,16.92
519,20120124,0.0128684,1.5587,1.29805,0.157754,1314.65,-0.001026,18.91,17.36
520,20120125,0.0127836,1.55855,1.29735,0.157754,1326.05,0.008672,18.31,17.04
521,20120126,0.0129349,1.5699,1.3157,0.157754,1318.43,-0.005746,18.57,17.57
522,20120127,0.0130319,1.56665,1.3132,0.157754,1316.33,-0.001593,18.53,18.06
523,20120130,0.0130907,1.5681,1.3114,0.157953,1313.01,-0.002522,19.4,17.91
524,20120131,0.0131148,1.57805,1.30905,0.158516,1312.41,-0.000457,19.44,18.3
525,20120201,0.0131354,1.58585,1.3198,0.158562,1324.09,0.0089,18.55,17.45
526,20120202,0.013132,1.58195,1.3172,0.158685,1325.54,0.001095,17.98,17.03
527,20120203,0.0130574,1.58,1.3122,0.15866,1344.9,0.014605,17.1,16.19
528,20120206,0.0130548,1.57955,1.3078,0.158426,1344.33,-0.000424,17.76,16.08
529,20120207,0.0130073,1.5873,1.3242,0.158607,1347.05,0.002023,17.65,16.17
530,20120208,0.0130047,1.58185,1.3254,0.158869,1349.96,0.00216,18.16,16.77
531,20120209,0.0129341,1.58425,1.3304,0.158851,1351.95,0.001474,18.63,16.9
532,20120210,0.01288,1.5752,1.3189,0.158765,1342.64,-0.006886,20.79,18.76
533,20120213,0.0129182,1.57935,1.32165,0.158803,1351.77,0.0068,19.04,17.21
534,20120214,0.012751,1.56685,1.3131,0.15874,1350.5,-0.00094,19.54,17.4
535,20120215,0.0127657,1.56935,1.3066,0.15873,1343.23,-0.005383,21.14,19.43
536,20120216,0.0126839,1.57485,1.3042,0.15869,1358.04,0.011026,19.22,17.13
537,20120217,0.0126008,1.58145,1.3163,0.158753,1361.23,0.002349,17.78,16.33
538,20120221,0.0125392,1.58195,1.32645,0.158821,1362.21,0.00072,18.19,16.25
539,20120222,0.0124502,1.56665,1.3241,0.158831,1357.66,-0.00334,18.19,16.34
540,20120223,0.0124696,1.57015,1.3314,0.158768,1363.46,0.004272,16.8,15.28
541,20120224,0.0123939,1.58575,1.3463,0.158786,1365.74,0.001672,17.31,15.44
542,20120227,0.0124285,1.5841,1.3395,0.158682,1367.59,0.001355,18.19,15.92
543,20120228,0.01242,1.58385,1.34235,0.158755,1372.18,0.003356,17.96,15.63
544,20120229,0.0123548,1.59745,1.3377,0.158892,1365.68,-0.004737,18.43,16.11
545,20120301,0.0123487,1.5959,1.3332,0.158725,1374.09,0.006158,17.26,15.23
546,20120302,0.0122624,1.5856,1.3205,0.158776,1369.63,-0.003246,17.29,15.2
547,20120305,0.0122835,1.58695,1.32325,0.158562,1364.33,-0.00387,18.05,15.29
548,20120306,0.0123862,1.57375,1.31155,0.158529,1343.36,-0.01537,20.87,18.05
549,20120307,0.0123709,1.57055,1.31205,0.158481,1352.63,0.006901,19.07,16.98
550,20120308,0.012285,1.5816,1.3273,0.158316,1365.91,0.009818,17.95,16.13
551,20120309,0.0121426,1.5693,1.31195,0.158461,1370.87,0.003631,17.11,15.37
552,20120312,0.0121625,1.56145,1.314,0.158065,1371.09,0.00016,15.64,14.7
553,20120313,0.0120963,1.57355,1.3109,0.158053,1395.95,0.018132,14.8,14.66
554,20120314,0.0119353,1.5685,1.3026,0.15792,1394.28,-0.001196,15.31,15.52
555,20120315,0.0120062,1.56695,1.30705,0.157978,1402.6,0.005967,15.42,14.59
556,20120316,0.011999,1.5844,1.3171,0.15816,1404.17,0.001119,14.47,13.73
557,20120319,0.0120048,1.58925,1.3242,0.158145,1409.75,0.003974,15.04,13.73
558,20120320,0.0119581,1.5855,1.32205,0.158125,1405.52,-0.003001,15.58,14.27
559,20120321,0.0119574,1.5847,1.319,0.158155,1402.89,-0.001871,15.13,14.42
560,20120322,0.0121219,1.5808,1.31945,0.158738,1392.78,-0.007207,15.57,15.09
561,20120323,0.0121433,1.5864,1.3263,0.158534,1397.11,0.003109,14.82,14.41
562,20120326,0.0120729,1.59355,1.3326,0.158378,1416.51,0.013886,14.26,13.42
563,20120327,0.0120279,1.5967,1.3322,0.158549,1412.52,-0.002817,15.59,14.5
564,20120328,0.0120642,1.58505,1.32885,0.158579,1405.54,-0.004942,15.47,14.58
565,20120329,0.0121573,1.591,1.3277,0.158579,1403.28,-0.001608,15.48,14.65
566,20120330,0.0121514,1.59775,1.3317,0.158781,1408.47,0.003698,15.5,14.66
567,20120402,0.0121892,1.60145,1.3301,0.158781,1419.04,0.007505,15.64,13.96
568,20120403,0.0121573,1.59705,1.3339,0.158781,1413.38,-0.003989,15.66,14.1
569,20120404,0.0121271,1.5874,1.31175,0.158781,1398.96,-0.010202,16.44,15.35
570,20120405,0.0121403,1.58305,1.3063,0.158346,1398.08,-0.000629,16.7,15.79
571,20120409,0.0122865,1.58595,1.30705,0.158516,1382.2,-0.011358,18.81,17.55
572,20120410,0.0123594,1.58375,1.3083,0.158441,1358.59,-0.017081,20.39,19.66
573,20120411,0.0123464,1.59045,1.31205,0.158526,1368.71,0.007449,20.02,19.34
574,20120412,0.0123609,1.59525,1.31745,0.158546,1387.57,0.013779,17.2,16.77
575,20120413,0.0123495,1.5885,1.3083,0.158655,1370.26,-0.012475,19.55,19.28
576,20120416,0.0124409,1.5842,1.3062,0.158353,1369.57,-0.000504,19.55,19.49
577,20120417,0.0123808,1.5927,1.3141,0.158692,1390.78,0.015487,18.46,17.67
578,20120418,0.0122986,1.60305,1.31225,0.15866,1385.14,-0.004055,18.64,18.36
579,20120419,0.0122632,1.60615,1.3143,0.158632,1376.92,-0.005934,18.36,18.43
580,20120420,0.0122542,1.61165,1.3208,0.158516,1378.53,0.001169,17.44,17.54
581,20120423,0.0123343,1.60955,1.31245,0.158509,1366.94,-0.008408,18.97,18.66
582,20120424,0.0123229,1.61495,1.3203,0.158546,1371.97,0.00368,18.1,17.99
583,20120425,0.0122835,1.6113,1.3184,0.158627,1390.69,0.013645,16.82,16.12
584,20120426,0.0123778,1.61865,1.32295,0.158579,1399.98,0.00668,16.24,15.75
585,20120427,0.0124301,1.62375,1.32595,0.158474,1403.36,0.002414,16.32,15.68
586,20120430,0.0125243,1.62385,1.32355,0.158474,1397.91,-0.003884,17.15,16.05
587,20120501,0.0124743,1.62205,1.3225,0.158474,1405.82,0.005658,16.6,15.66
588,20120502,0.0124719,1.6204,1.3152,0.158554,1402.31,-0.002497,16.88,16.04
589,20120503,0.0124409,1.62025,1.31525,0.158604,1391.57,-0.007659,17.56,16.88
590,20120504,0.0125188,1.61585,1.3114,0.158574,1369.1,-0.016147,19.16,18.82
591,20120507,0.0125125,1.61815,1.3049,0.158531,1369.58,0.000351,18.94,18.08
592,20120508,0.0125353,1.61385,1.2995,0.158529,1363.72,-0.004279,19.05,18.65
593,20120509,0.0125707,1.6098,1.29315,0.158486,1354.58,-0.006702,20.08,20.33
594,20120510,0.0125078,1.6161,1.296,0.158378,1357.99,0.002517,18.83,19.1
595,20120511,0.0125188,1.6097,1.2944,0.158464,1353.39,-0.003387,19.89,20.56
596,20120514,0.012529,1.6104,1.2838,0.15819,1338.35,-0.011113,21.87,21.62
597,20120515,0.0124828,1.60395,1.2775,0.158273,1330.66,-0.005746,21.97,22.1
598,20120516,0.0124448,1.59175,1.2741,0.158173,1324.8,-0.004404,22.27,22.07
599,20120517,0.0125723,1.5813,1.2708,0.158098,1304.86,-0.015051,24.49,24.28
600,20120518,0.0126167,1.5807,1.2722,0.158018,1295.22,-0.007388,25.1,24.52
601,20120521,0.0126024,1.58025,1.2768,0.15803,1315.99,0.016036,22.01,21.75
602,20120522,0.0125141,1.57985,1.2758,0.15815,1316.63,0.000486,22.48,21.39
603,20120523,0.0126215,1.57155,1.25835,0.157866,1318.86,0.001694,22.33,21.87
604,20120524,0.0125921,1.56815,1.25825,0.157612,1320.68,0.00138,21.54,21.12
605,20120525,0.0125628,1.56355,1.2512,0.157632,1317.82,-0.002166,21.76,21.44
606,20120529,0.0125802,1.56795,1.2536,0.15753,1332.42,0.011079,21.03,19.88
607,20120530,0.0126662,1.5533,1.23925,0.15729,1313.32,-0.014335,24.14,22.82
608,20120531,0.0127527,1.53915,1.23645,0.157011,1310.33,-0.002277,24.06,23.06
609,20120601,0.0128008,1.53355,1.2363,0.157011,1278.04,-0.024643,26.66,26.21
610,20120604,0.0127747,1.53815,1.2496,0.157122,1278.18,0.00011,26.12,24.84
611,20120605,0.0127121,1.53705,1.2464,0.157048,1285.5,0.005727,24.68,23.86
612,20120606,0.0126454,1.54595,1.2498,0.157146,1315.13,0.023049,22.16,21.45
613,20120607,0.0125676,1.55765,1.2563,0.157146,1314.99,-0.000106,21.72,20.96
614,20120608,0.0125604,1.54175,1.2467,0.156974,1325.66,0.008114,21.23,20.18
615,20120611,0.0125913,1.5511,1.2511,0.157001,1308.93,-0.01262,23.56,23.55
616,20120612,0.0125778,1.5547,1.2457,0.156978,1324.18,0.011651,22.09,22.07
617,20120613,0.0125921,1.55825,1.2574,0.157008,1314.88,-0.007023,24.27,23.99
